D_Name,D_SMILES,D_HOMO,D_LUMO,D_lamda_max,A_Name,A_HOMO,A_LUMO,A_lamda_max,VOC (V),JSC (mA/cm²),FF (%),PCE (%),Ratio,D_gap,A_gap,delta_HOMO,delta_LUMO
DRTB-FT,O=C(N(CC)C/1=O)SC1=C\C(S2)=CC3=C2C(C4=CC=C(CC(CC)CCCC)S4)=C(C=C(C(S5)=CC6=C5C(C7=CC(F)=C(CC(CC)CCCC)S7)=C(C=C(C(S8)=CC9=C8C(C%10=CC=C(CC(CC)CCCC)S%10)=C(C=C(/C=C%11SC(N(CC)C/%11=O)=O)S%12)C%12=C9C%13=CC=C(CC(CCCC)CC)S%13)S%14)C%14=C6C%15=CC(F)=C(CC(CCCC)CC)S%15)S%16)C%16=C3C%17=CC=C(CC(CCCC)CC)S%17,5.64,-3.61,587.0,F-2Cl,5.83,-3.9,760.0,1.07,13.46,53.2,7.66,1.25,2.03,1.9300000000000002,0.1900000000000004,0.29000000000000004
3BDT-4,O=C(N(CCCCCC)C/1=O)SC1=C\C2=CC=C(C3=CC=C(C(S4)=CC5=C4C(C6=CC=C(CC(CC)CCCC)S6)=C(C=C(C(S7)=CC8=C7C(C9=CC=C(CC(CC)CCCC)S9)=C(C=C(C(S%10)=CC%11=C%10C(C%12=CC=C(CC(CC)CCCC)S%12)=C(C=C(C%13=CC=C(C%14=CC=C(/C=C%15SC(N(CCCCCC)C/%15=O)=O)S%14)S%13)S%16)C%16=C%11C%17=CC=C(CC(CCCC)CC)S%17)S%18)C%18=C8C%19=CC=C(CC(CCCC)CC)S%19)S%20)C%20=C5C%21=CC=C(CC(CCCC)CC)S%21)S3)S2,5.15,-3.44,564.0,Y6,5.7,-4.08,833.0,0.829,17.0,41.3,5.82,1.2,1.7100000000000004,1.62,0.5499999999999998,0.6400000000000001
3BDT-5,O=C(OCC(CC)CCCC)/C(C#N)=C/C1=CC=C(C2=CC=C(C(S3)=CC4=C3C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C(S6)=CC7=C6C(C8=CC=C(CC(CC)CCCC)S8)=C(C=C(C(S9)=CC%10=C9C(C%11=CC=C(CC(CC)CCCC)S%11)=C(C=C(C%12=CC=C(C%13=CC=C(/C=C(C#N)/C(OCC(CC)CCCC)=O)S%13)S%12)S%14)C%14=C%10C%15=CC=C(CC(CCCC)CC)S%15)S%16)C%16=C7C%17=CC=C(CC(CCCC)CC)S%17)S%18)C%18=C4C%19=CC=C(CC(CCCC)CC)S%19)S2)S1,5.15,-3.4,550.0,Y6,5.7,-4.08,833.0,0.84,21.3,58.1,10.4,1.2,1.7500000000000004,1.62,0.5499999999999998,0.6800000000000002
DR3TBDTT,O=C(/C(S1)=C\C(S2)=CC(CCCCCCCC)=C2C3=CC=C(S3)C(S4)=C(CCCCCCCC)C=C4C5=CC6=C(C7=CC=C(CC(CC)CCCC)S7)C(SC(C(S8)=CC(CCCCCCCC)=C8C9=CC=C(S9)C(S%10)=C(CCCCCCCC)C=C%10/C=C%11C(N(C(S\%11)=S)CC)=O)=C%12)=C%12C(C(S%13)=CC=C%13CC(CC)CCCC)=C6S5)N(CC)C1=S,5.02,-3.27,637.0,0-IDTBR,5.51,-3.88,731.0,1.15,11.06,50.0,6.36,1.2,1.7499999999999996,1.63,0.4900000000000002,0.6099999999999999
BT-2F,FC1=C(CC(CC)CCCC)SC(C2=C3C(SC(C4=CC(CCCCCC)=C(C5=C(CCCCCC)C=C(C6=CC=C(/C=C(C(OCC(CCCC)CC)=O)\C#N)S6)S5)S4)=C3)=C(C7=C(F)C(F)=C(CC(CC)CCCC)S7)C8=C2SC(C9=CC(CCCCCC)=C(C%10=C(CCCCCC)C=C(C%11=CC=C(/C=C(C(OCC(CCCC)CC)=O)\C#N)S%11)S%10)S9)=C8)=C1F,5.4,-3.4,611.0,N3,5.64,-4.08,751.0,0.84,23.81,70.22,14.09,1.0,2.0000000000000004,1.5599999999999996,0.23999999999999932,0.6800000000000002
BDT(X1),O=C(OCCCCC)/C(C#N)=C/C(S1)=CC=C1C2=CC(CCCCCC)=C(S2)C(S3)=C(CCCCCC)C=C3C4=CC5=C(C6=CC(CCCCCC)=C(CC(CC)CCCC)S6)C(SC(C7=CC(CCCCCC)=C(C8=C(CCCCCC)C=C(C9=CC=C(/C=C(C(OCCCCC)=O)\C#N)S9)S8)S7)=C%10)=C%10C(C%11=CC(CCCCCC)=C(CC(CC)CCCC)S%11)=C5S4,5.29,-3.64,563.0,IDIC,5.65,-3.97,710.0,0.92,13.26,71.0,8.69,1.0,1.65,1.6800000000000002,0.3600000000000003,0.33000000000000007
BDT(X2),O=C(OCC)/C(C#N)=C/C(S1)=CC=C1C2=CC(CCCCCC)=C(S2)C(S3)=C(CCCCCC)C=C3C4=CC5=C(C6=CC(CCCCCC)=C(CC(CC)CCCC)S6)C(SC(C7=CC(CCCCCC)=C(C8=C(CCCCCC)C=C(C9=CC=C(/C=C(C(OCC)=O)\C#N)S9)S8)S7)=C%10)=C%10C(C%11=CC(CCCCCC)=C(CC(CC)CCCC)S%11)=C5S4,5.32,-3.63,563.0,IDIC,5.65,-3.97,710.0,0.94,12.9,58.0,7.04,1.0,1.6900000000000004,1.6800000000000002,0.33000000000000007,0.3400000000000003
BTR,O=C(N(CCCCCC)C(S/1)=S)C1=C\C2=CC=C(S2)C3=C(CCCCCC)C=C(C4=C(CCCCCC)C=C(C5=CC6=C(C7=CC(CCCCCC)=C(CC(CC)CCCC)S7)C8=C(C=C(C9=CC(CCCCCC)=C(C(S%10)=CC(CCCCCC)=C%10C%11=CC=C(S%11)/C=C%12SC(N(C\%12=O)CCCCCC)=S)S9)S8)C(C%13=CC(CCCCCC)=C(CC(CC)CCCC)S%13)=C6S5)S4)S3,5.34,-3.53,620.0,Y6,5.7,-4.08,833.0,0.85,22.25,56.4,10.67,1.0,1.81,1.62,0.3600000000000003,0.5500000000000003
BTR-Cl,O=C(N(CCCCCC)C(S/1)=S)C1=C\C2=CC=C(S2)C3=C(CCCCCC)C=C(C4=C(CCCCCC)C=C(C5=CC6=C(C7=CC(Cl)=C(CC(CCCC)CC)S7)C8=C(C=C(C9=CC(CCCCCC)=C(C(S%10)=CC(CCCCCC)=C%10C%11=CC=C(S%11)/C=C%12SC(N(C\%12=O)CCCCCC)=S)S9)S8)C(C%13=CC(Cl)=C(CC(CCCC)CC)S%13)=C6S5)S4)S3,5.46,-3.7,573.0,Y6,5.7,-4.08,833.0,0.86,24.17,65.5,13.61,1.0,1.7599999999999998,1.62,0.2400000000000002,0.3799999999999999
BTR-Cl,O=C(N(CCCCCC)C(S/1)=S)C1=C\C2=CC=C(S2)C3=C(CCCCCC)C=C(C4=C(CCCCCC)C=C(C5=CC6=C(C7=CC(Cl)=C(CC(CCCC)CC)S7)C8=C(C=C(C9=CC(CCCCCC)=C(C(S%10)=CC(CCCCCC)=C%10C%11=CC=C(S%11)/C=C%12SC(N(C\%12=O)CCCCCC)=S)S9)S8)C(C%13=CC(Cl)=C(CC(CCCC)CC)S%13)=C6S5)S4)S3,5.46,-3.7,573.0,BTP-FCl-FCl,5.7,-3.9,845.0,0.825,24.58,75.36,15.3,1.0,1.7599999999999998,1.8000000000000003,0.2400000000000002,0.19999999999999973
BTR,O=C(N(CCCCCC)C(S/1)=S)C1=C\C2=CC=C(S2)C3=C(CCCCCC)C=C(C4=C(CCCCCC)C=C(C5=CC6=C(C7=CC(CCCCCC)=C(CC(CC)CCCC)S7)C8=C(C=C(C9=CC(CCCCCC)=C(C(S%10)=CC(CCCCCC)=C%10C%11=CC=C(S%11)/C=C%12SC(N(C\%12=O)CCCCCC)=S)S9)S8)C(C%13=CC(CCCCCC)=C(CC(CC)CCCC)S%13)=C6S5)S4)S3,5.34,-3.51,620.0,BO-4Cl,5.69,-3.87,822.0,0.83,17.91,66.0,10.4,1.0,1.83,1.8200000000000003,0.35000000000000053,0.3600000000000003
NDTSR,CCN(C(S/C1=C/C(S2)=CC=C2C3=C(CCCCCCCC)C=C(S3)C4=C(CCCCCCCC)C=C(C(S5)=CC6=C5C7=C(C=C6C8=CC=C(SCC(CC)CCCC)S8)C9=C(C=C(C%10=CC(CCCCCCCC)=C(C%11=CC(CCCCCCCC)=C(C%12=CC=C(/C=C%13C(N(C(S\%13)=S)CC)=O)S%12)S%11)S%10)S9)C(C%14=CC=C(SCC(CC)CCCC)S%14)=C7)S4)=S)C1=O,5.25,-3.5,530.0,IDIC,5.65,-3.97,710.0,0.92,14.13,61.95,8.05,1.6667,1.75,1.6800000000000002,0.40000000000000036,0.4700000000000002
ZR2-C1,S=C(N(CCCCCC)C/1=O)SC1=C/C2=CC=C(S2)C(S3)=C(CCCCCCCC)C=C3C4=CC5=C(S4)C6=C(C7=CC=C(CC(CCCC)CCCCCC)S7)C8=C(C(SC(C9=CC(CCCCCCCC)=C(C%10=CC=C(/C=C%11SC(N(CCCCCC)C\%11=O)=S)S%10)S9)=C%12)=C%12S8)C(C%13=CC=C(CC(CCCC)CCCCCC)S%13)=C6S5,5.36,-3.55,566.0,Y6,5.7,-4.08,833.0,0.852,21.35,65.12,11.79,1.8182,1.8100000000000005,1.62,0.33999999999999986,0.5300000000000002
ZR2-C1,S=C(N(CCCCCC)C/1=O)SC1=C/C2=CC=C(S2)C(S3)=C(CCCCCCCC)C=C3C4=CC5=C(S4)C6=C(C7=CC=C(CC(CCCC)CCCCCC)S7)C8=C(C(SC(C9=CC(CCCCCCCC)=C(C%10=CC=C(/C=C%11SC(N(CCCCCC)C\%11=O)=S)S%10)S9)=C%12)=C%12S8)C(C%13=CC=C(CC(CCCC)CCCCCC)S%13)=C6S5,5.36,-3.55,566.0,IDIC-4F,5.66,-4.14,803.0,0.796,18.15,64.16,9.27,1.6667,1.8100000000000005,1.5200000000000005,0.2999999999999998,0.5899999999999999
ZR2-C2,S=C(N(CCCCCC)C/1=O)SC1=C/C2=CC=C(S2)C(S3)=C(CCCCCCCC)C=C3C4=CC5=C(S4)C6=C(C7=CC=C(CCC(CCCC)CCCCCC)S7)C8=C(C(SC(C9=CC(CCCCCCCC)=C(C%10=CC=C(/C=C%11SC(N(CCCCCC)C\%11=O)=S)S%10)S9)=C%12)=C%12S8)C(C%13=CC=C(CCC(CCCC)CCCCCC)S%13)=C6S5,5.35,-3.5,622.0,Y6,5.7,-4.08,833.0,0.852,23.03,65.43,12.84,1.8182,1.8499999999999996,1.62,0.35000000000000053,0.5800000000000001
ZR2-C2,S=C(N(CCCCCC)C/1=O)SC1=C/C2=CC=C(S2)C(S3)=C(CCCCCCCC)C=C3C4=CC5=C(S4)C6=C(C7=CC=C(CCC(CCCC)CCCCCC)S7)C8=C(C(SC(C9=CC(CCCCCCCC)=C(C%10=CC=C(/C=C%11SC(N(CCCCCC)C\%11=O)=S)S%10)S9)=C%12)=C%12S8)C(C%13=CC=C(CCC(CCCC)CCCCCC)S%13)=C6S5,5.35,-3.5,622.0,IDIC-4F,5.66,-4.14,803.0,0.783,18.27,69.29,9.91,1.6667,1.8499999999999996,1.5200000000000005,0.3100000000000005,0.6399999999999997
ZR2-C3,S=C(N(CCCCCC)C/1=O)SC1=C/C2=CC=C(S2)C(S3)=C(CCCCCCCC)C=C3C4=CC5=C(S4)C6=C(C7=CC=C(CCCC(CCCC)CCCCCC)S7)C8=C(C(SC(C9=CC(CCCCCCCC)=C(C%10=CC=C(/C=C%11SC(N(CCCCCC)C\%11=O)=S)S%10)S9)=C%12)=C%12S8)C(C%13=CC=C(CCCC(CCCC)CCCCCC)S%13)=C6S5,5.34,-3.5,625.0,Y6,5.7,-4.08,833.0,0.854,24.69,70.06,14.78,1.8182,1.8399999999999999,1.62,0.3600000000000003,0.5800000000000001
ZR2-C3,S=C(N(CCCCCC)C/1=O)SC1=C/C2=CC=C(S2)C(S3)=C(CCCCCCCC)C=C3C4=CC5=C(S4)C6=C(C7=CC=C(CCCC(CCCC)CCCCCC)S7)C8=C(C(SC(C9=CC(CCCCCCCC)=C(C%10=CC=C(/C=C%11SC(N(CCCCCC)C\%11=O)=S)S%10)S9)=C%12)=C%12S8)C(C%13=CC=C(CCCC(CCCC)CCCCCC)S%13)=C6S5,5.34,-3.5,625.0,IDIC-4F,5.66,-4.14,803.0,0.776,18.95,70.41,10.35,1.6667,1.8399999999999999,1.5200000000000005,0.3200000000000003,0.6399999999999997
DR3TBDTT,O=C(/C(S1)=C\C(S2)=CC(CCCCCCCC)=C2C3=CC=C(S3)C(S4)=C(CCCCCCCC)C=C4C5=CC6=C(C7=CC=C(CC(CC)CCCC)S7)C(SC(C(S8)=CC(CCCCCCCC)=C8C9=CC=C(S9)C(S%10)=C(CCCCCCCC)C=C%10/C=C%11C(N(C(S\%11)=S)CC)=O)=C%12)=C%12C(C(S%13)=CC=C%13CC(CC)CCCC)=C6S5)N(CC)C1=S,5.17,-3.34,650.0,Y6,5.7,-4.08,833.0,0.78,23.64,66.06,12.18,1.8,1.83,1.62,0.5300000000000002,0.7400000000000002
H11,O=C(OCC(CCCC)CC)/C(C#N)=C/C1=CC=C(C(C2=NN(CC(CCCCCC)CCCCCCCC)N=C23)=C(F)C(F)=C3C4=CC=C(S4)C5=CC6=C(C7=CC=C(CC(CC)CCCC)S7)C(SC(C8=CC=C(C(C9=NN(N=C9C(C%10=CC=C(S%10)/C=C(C#N)/C(OCC(CC)CCCC)=O)=C%11F)CC(CCCCCCCC)CCCCCC)=C%11F)S8)=C%12)=C%12C(C%13=CC=C(CC(CC)CCCC)S%13)=C6S5)S1,5.31,-3.03,605.0,IDIC,5.65,-3.97,710.0,0.977,15.21,65.46,9.73,2.0,2.28,1.6800000000000002,0.34000000000000075,0.9400000000000004
H12,O=C(OCC(CCCC)CC)/C(C#N)=C/C1=CC=C(C(C2=NN(CC(CCCCCC)CCCCCCCC)N=C23)=C(F)C(F)=C3C4=CC=C(S4)C5=CC6=C(OCC(CCCC)CC)C(SC(C7=CC=C(C(C8=NN(N=C8C(C9=CC=C(S9)/C=C(C#N)/C(OCC(CC)CCCC)=O)=C%10F)CC(CCCCCCCC)CCCCCC)=C%10F)S7)=C%11)=C%11C(OCC(CC)CCCC)=C6S5)S1,5.28,-3.01,605.0,IDIC,5.65,-3.97,710.0,0.955,10.51,54.89,5.51,2.0,2.2700000000000005,1.6800000000000002,0.3700000000000001,0.9600000000000004
H13,O=C(OCC(CCCC)CC)/C(C#N)=C/C1=CC=C(C(C2=NN(CC(CCCCCC)CCCCCCCC)N=C23)=C(F)C(F)=C3C4=CC=C(S4)C5=CC6=C(C7=CC(F)=C(CC(CC)CCCC)S7)C(SC(C8=CC=C(C(C9=NN(N=C9C(C%10=CC=C(S%10)/C=C(C#N)/C(OCC(CC)CCCC)=O)=C%11F)CC(CCCCCCCC)CCCCCC)=C%11F)S8)=C%12)=C%12C(C%13=CC(F)=C(CC(CC)CCCC)S%13)=C6S5)S1,5.43,-3.39,605.0,IDIC-4F,5.66,-4.14,803.0,0.939,17.3,63.2,10.3,2.0,2.0399999999999996,1.5200000000000005,0.23000000000000043,0.7499999999999996
H14,O=C(OCC(CCCC)CC)/C(C#N)=C/C1=CC=C(C(C2=NN(CC(CCCCCC)CCCCCCCC)N=C23)=C(F)C(F)=C3C4=CC=C(S4)C5=CC6=C(C7=CC(Cl)=C(CC(CC)CCCC)S7)C(SC(C8=CC=C(C(C9=NN(N=C9C(C%10=CC=C(S%10)/C=C(C#N)/C(OCC(CC)CCCC)=O)=C%11F)CC(CCCCCCCC)CCCCCC)=C%11F)S8)=C%12)=C%12C(C%13=CC(Cl)=C(CC(CC)CCCC)S%13)=C6S5)S1,5.46,-3.47,605.0,IDIC-4F,5.66,-4.14,803.0,0.943,18.3,70.2,12.1,2.0,1.9899999999999998,1.5200000000000005,0.20000000000000018,0.6699999999999995
BDT(TVT-SR)2,O=C(OCC(CCCC)CC)/C(C#N)=C/C1=CC=C(C(C2=NN(CC(CCCCCC)CCCCCCCC)N=C23)=C(F)C(F)=C3C4=CC=C(S4)C5=CC6=C(C7=CC=C(/C=C/C8=CC=C(SCC(CC)CCCC)S8)S7)C(SC(C9=CC=C(C(C%10=NN(N=C%10C(C%11=CC=C(S%11)/C=C(C#N)/C(OCC(CC)CCCC)=O)=C%12F)CC(CCCCCCCC)CCCCCC)=C%12F)S9)=C%13)=C%13C(C%14=CC=C(/C=C/C%15=CC=C(SCC(CC)CCCC)S%15)S%14)=C6S5)S1,5.33,-3.18,603.0,IDIC,5.65,-3.97,710.0,0.98,15.92,71.15,11.1,2.0,2.15,1.6800000000000002,0.3200000000000003,0.79
SM-BT-2OR,O=C(OCC(CCCC)CC)/C(C#N)=C/C1=CC=C(C(C2=NSN=C23)=CC=C3C4=CC(OCCCCCCCC)=C(S4)C5=CC6=C(C7=CC=C(CC(CCCC)CC)S7)C(SC(C8=C(OCCCCCCCC)C=C(C(C9=NSN=C9%10)=CC=C%10C%11=CC=C(S%11)/C=C(C#N)/C(OCC(CC)CCCC)=O)S8)=C%12)=C%12C(C%13=CC=C(CC(CC)CCCC)S%13)=C6S5)S1,5.34,-2.12,584.0,IDIC,5.65,-3.97,710.0,0.939,13.57,56.5,7.2,2.0,3.2199999999999998,1.6800000000000002,0.3100000000000005,1.85
SM-BT-2F,O=C(OCC(CCCC)CC)/C(C#N)=C/C1=CC=C(C(C2=NSN=C23)=C(F)C(F)=C3C4=CC(OCCCCCCCC)=C(S4)C5=CC6=C(C7=CC=C(CC(CCCC)CC)S7)C(SC(C8=C(OCCCCCCCC)C=C(C(C9=NSN=C9%10)=C(F)C(F)=C%10C%11=CC=C(S%11)/C=C(C#N)/C(OCC(CC)CCCC)=O)S8)=C%12)=C%12C(C%13=CC=C(CC(CC)CCCC)S%13)=C6S5)S1,5.36,-2.26,606.0,IDIC,5.65,-3.97,710.0,0.987,5.36,30.2,1.6,2.0,3.1000000000000005,1.6800000000000002,0.29000000000000004,1.7100000000000004
BDT3TR,O=C(/C(S1)=C\C(S2)=CC(CCCCCCCC)=C2C3=CC(CCCCCCCC)=C(S3)C(S4)=C(CCCCCCCC)C=C4C5=CC6=C(C7=CC=C(CC(CC)CCCC)S7)C8=C(C=C(C9=CC%10=C(C%11=CC=C(CC(CC)CCCC)S%11)C%12=C(C=C(C%13=CC%14=C(C%15=CC=C(CC(CC)CCCC)S%15)C%16=C(C=C(C(S%17)=CC(CCCCCCCC)=C%17C%18=C(C=C(S%18)C(SC(/C=C%19C(N(C(S\%19)=O)CC)=O)=C%20)=C%20CCCCCCCC)CCCCCCCC)S%16)C(C%21=CC=C(CC(CCCC)CC)S%21)=C%14S%13)S%12)C(C%22=CC=C(CC(CCCC)CC)S%22)=C%10S9)S8)C(C%23=CC=C(CC(CCCC)CC)S%23)=C6S5)N(CC)C1=O,5.1,-3.28,572.0,O-IDTBR,5.51,-3.88,731.0,1.06,12.1,55.0,7.09,1.0,1.8199999999999998,1.63,0.41000000000000014,0.6000000000000001
DRC4TB,O=C1N(CCCC)C(S/C1=C/C(S2)=CC=C2C(C(OC(CC)CCCC)=C3)=CC(OC(CC)CCCC)=C3C4=C(CCCCCCCC)C=C(C5=CC6=C(C7=CC=CS7)C(SC(C8=CC(CCCCCCCC)=C(C9=C(OC(CC)CCCC)C=C(C%10=CC=C(/C=C%11SC(N(CCCC)C/%11=O)=S)S%10)C(OC(CC)CCCC)=C9)S8)=C%12)=C%12C(C%13=CC=CS%13)=C6S5)S4)=S,5.25,-3.21,606.0,Hf-PCIC,5.41,-3.84,780.0,0.9,15.21,65.5,8.68,1.5,2.04,1.5700000000000003,0.16000000000000014,0.6299999999999999
SM,CCOC(/C(C#N)=C/C(S1)=CC(CCCCCCCC)=C1C2=CC=C(S2)C(S3)=C(CCCCCCCC)C=C3C4=CC5=C(C6=CC=C(CC(CC)CCCC)S6)C(SC(C7=CC(CCCCCCCC)=C(C8=CC=C(C9=C(CCCCCCCC)C=C(/C=C(C(OCC)=O)\C#N)S9)S8)S7)=C%10)=C%10C(C%11=CC=C(CC(CC)CCCC)S%11)=C5S4)=O,5.25,-3.33,616.0,IDIC,5.65,-3.97,710.0,0.911,15.51,67.85,9.39,2.0,1.92,1.6800000000000002,0.40000000000000036,0.6400000000000001
SM-Cl,CCOC(/C(C#N)=C/C(S1)=CC(CCCCCCCC)=C1C2=CC=C(S2)C(S3)=C(CCCCCCCC)C=C3C4=CC5=C(C6=C(Cl)C=C(CC(CC)CCCC)S6)C(SC(C7=CC(CCCCCCCC)=C(C8=CC=C(C9=C(CCCCCCCC)C=C(/C=C(C(OCC)=O)\C#N)S9)S8)S7)=C%10)=C%10C(C%11=C(Cl)C=C(CC(CC)CCCC)S%11)=C5S4)=O,5.42,-3.34,601.0,IDIC,5.65,-3.97,710.0,0.972,12.61,63.08,7.73,2.0,2.08,1.6800000000000002,0.23000000000000043,0.6300000000000003
DFDT(DDP)2,O=C1C(C2=C(C3=CC=C(C4=CC=C(C5=CC=C(C6=CC=C(C(N7CC(CC)CCCC)=C8C(C7=O)=C(C9=CC=CS9)N(CC(CC)CCCC)C8=O)S6)S5)S4)S3)N1CC(CC)CCCC)=C(C%10=CC=CS%10)N(CC(CC)CCCC)C2=O,5.39,-3.51,616.0,IDIC,5.65,-3.97,710.0,0.99,14.79,47.9,7.01,1.0,1.88,1.6800000000000002,0.2600000000000007,0.4600000000000004
DFDT(DDP)2,O=C1C(C2=C(C3=CC=C(C4=CC=C(C5=CC=C(C6=CC=C(C(N7CC(CC)CCCC)=C8C(C7=O)=C(C9=CC=CS9)N(CC(CC)CCCC)C8=O)S6)S5)S4)S3)N1CC(CC)CCCC)=C(C%10=CC=CS%10)N(CC(CC)CCCC)C2=O,5.39,-3.51,616.0,IDIC-4F,5.66,-4.14,803.0,0.86,16.83,65.2,9.43,1.0,1.88,1.5200000000000005,0.27000000000000046,0.6299999999999999
D5T2F-P,O=C(/C(S/1)=C/C2=CC(CCCCCCCC)=C(S2)C(S3)=CC(CCCCCCCC)=C3C4=C(F)C(F)=C(C5=C(CCCCCCCC)C=C(C6=C(CCCCCCCC)C=C(/C=C7S/C(N(CC)C\7=O)=C(C#N)/C#N)S6)S5)S4)N(CC)C1=C(C#N)/C#N,5.34,-3.59,708.0,IDIC-4F,5.66,-4.14,803.0,0.86,16.85,63.0,9.36,1.5,1.75,1.5200000000000005,0.3200000000000003,0.5499999999999998
D5T2F-S,O=C(/C(S/1)=C/C2=CC(CCCCCCCC)=C(S2)C(S3)=C(F)C(CCCCCCCC)=C3C4=CC=C(C5=C(CCCCCCCC)C(F)=C(C6=C(CCCCCCCC)C=C(/C=C7S/C(N(CC)C\7=O)=C(C#N)/C#N)S6)S5)S4)N(CC)C1=C(C#N)/C#N,5.29,-3.45,600.0,IDIC-4F,5.66,-4.14,803.0,0.72,15.38,56.0,6.43,1.5,1.8399999999999999,1.5200000000000005,0.3700000000000001,0.6899999999999995
D5T2F-T,O=C(/C(S/1)=C/C2=C(F)C(CCCCCCCC)=C(S2)C(S3)=CC(CCCCCCCC)=C3C4=CC=C(C5=C(CCCCCCCC)C=C(C6=C(CCCCCCCC)C(F)=C(/C=C7S/C(N(CC)C\7=O)=C(C#N)/C#N)S6)S5)S4)N(CC)C1=C(C#N)/C#N,5.24,-3.49,660.0,IDIC-4F,5.66,-4.14,803.0,0.84,10.73,54.1,5.29,1.5,1.75,1.5200000000000005,0.41999999999999993,0.6499999999999995
BDT-2T-DVC-Me,C/C(C1=CC=C(S1)C(S2)=CC=C2C3=CC4=C(C5=CC=C(CC(CC)CCCC)S5)C(SC(C6=CC=C(C7=CC=C(/C(C)=C(C#N)/C#N)S7)S6)=C8)=C8C(C9=CC=C(CC(CC)CCCC)S9)=C4S3)=C(C#N)\C#N,5.56,-3.35,600.0,IDIC,5.65,-3.97,710.0,1.06,4.75,29.31,1.56,1.0,2.2099999999999995,1.6800000000000002,0.09000000000000075,0.6200000000000001
BDT-2T-CNAB,O=C(OCCCC)/C(C#N)=C/C1=CC=C(S1)C2=CC=C(C3=CC4=C(S3)C(C5=CC=C(CC(CC)CCCC)S5)=C6C(SC(C7=CC=C(C8=CC=C(/C=C(C(OCCCC)=O)\C#N)S8)S7)=C6)=C4C9=CC=C(CC(CC)CCCC)S9)S2,5.54,-3.31,600.0,IDIC,5.65,-3.97,710.0,1.04,10.1,58.84,6.17,1.0,2.23,1.6800000000000002,0.11000000000000032,0.6600000000000001
2FDC5T,O=C(/C(S/1)=C/C2=CC(CCCCCCCC)=C(S2)C(S3)=C(CCCCCCCC)C(CCCCCCCC)=C3C4=C(F)C(F)=C(C5=C(CCCCCCCC)C(CCCCCCCC)=C(C6=C(CCCCCCCC)C=C(/C=C7S/C(N(CC)C\7=O)=C(C#N)/C#N)S6)S5)S4)N(CC)C1=C(C#N)/C#N,5.18,-3.45,575.0,IDIC-4F,5.66,-4.14,803.0,0.92,17.53,54.87,9.02,1.0,1.7299999999999995,1.5200000000000005,0.4800000000000004,0.6899999999999995
DC5T,O=C(/C(S/1)=C/C2=CC(CCCCCCCC)=C(S2)C(S3)=C(CCCCCCCC)C(CCCCCCCC)=C3C4=CC=C(C5=C(CCCCCCCC)C(CCCCCCCC)=C(C6=C(CCCCCCCC)C=C(/C=C7S/C(N(CC)C\7=O)=C(C#N)/C#N)S6)S5)S4)N(CC)C1=C(C#N)/C#N,5.34,-3.57,590.0,IDIC-4F,5.66,-4.14,803.0,0.86,12.34,66.25,7.03,1.0,1.77,1.5200000000000005,0.3200000000000003,0.5699999999999998
CBTSeEHR,O=C1N(CC(CCCC)CC)C(S/C1=C/C(S2)=CC(CCCCCCCC)=C2C3=CC=C([Se]3)C4=C(CCCCCCCC)C=C(C5=CC6=C(C7=CC(Cl)=C(CC(CCCC)CC)S7)C(SC(C(S8)=CC(CCCCCCCC)=C8C9=CC=C([Se]9)C(S%10)=C(CCCCCCCC)C=C%10/C=C%11C(N(C(S\%11)=S)CC(CCCC)CC)=O)=C%12)=C%12C(C%13=CC(Cl)=C(CC(CCCC)CC)S%13)=C6S5)S4)=S,5.45,-3.61,630.0,FO-2Cl,5.41,-3.83,765.0,0.871,15.28,69.8,9.3,0.8333,1.8400000000000003,1.58,0.040000000000000036,0.2200000000000002
C-F,O=C1N(CCCCCC)C(S/C1=C/C2=C(CCCCCC)C=C(S2)C3=C(CCCCCCCC)C=C(C4=CC5=C(C6=CC=C(CC(CCCC)CC)C=C6)C(SC(C7=CC(CCCCCCCC)=C(C8=CC(CCCCCC)=C(/C=C9SC(N(CCCCCC)C/9=O)=S)S8)S7)=C%10)=C%10C(C%11=CC=C(CC(CC)CCCC)C=C%11)=C5S4)S3)=S,5.29,-3.53,559.0,N3,5.64,-4.08,751.0,0.79,20.51,47.52,7.76,1.6,1.7600000000000002,1.5599999999999996,0.34999999999999964,0.5500000000000003
BBTSM-2,O=C(OCC(CCCC)CC)/C(C#N)=C\C(S1)=CC(CCCCCC)=C1C2=CC=C(S2)C3=C(CCCCCC)C=C(C4=NC5=C(C6=CC=C(CC(CCCCCC)CCCCCCCC)S6)C(SC(C(S7)=CC(CCCCCC)=C7C8=CC=C(S8)C(S9)=C(CCCCCC)C=C9/C=C(C#N)\C(OCC(CCCC)CC)=O)=N%10)=C%10C(C%11=CC=C(CC(CCCCCC)CCCCCCCC)S%11)=C5S4)S3,5.5,-3.47,611.0,Y6,5.7,-4.08,833.0,0.78,16.7,43.7,5.7,1.2,2.03,1.62,0.20000000000000018,0.6099999999999999
